,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,0.9999987828979525,0.9999995763962394,0.9999999207162616,0.999993900239079,0.9999994903449874,0.9999978347256572,0.9999999306675775,0.9999986245882401,0.9999984380001935,0.9999999157124119,0.9999991005856927,0.9999996545576213,0.9999994787474916,0.9999984295158616,0.9999995488559222,0.9999929401128451,0.9999881928502496,0.9999984355175645,0.9999931693363908,0.9999984295147372,0.9999999966410613,0.9998455864585261,0.9999996303209898,0.9999984500447069,0.9999881928502496,0.9999999306675902,0.9992382609202461,0.9999881933569831,0.9999891535973193,0.9992135616925554,0.9999994787490307,0.999998772320621,0.9999956026002428,0.9999990680708237,0.9999995402818639,0.9997637076710045,0.9999999312011502,0.9999999341411158,0.9999996934205903,0.9999955231464126,0.994107912860751,0.9999984720044951,0.9999740155257494,0.9947894747366869,0.9999995212800015,0.9999991200507038,0.9999989677510628,0.9999884195984877,0.9999999580743804,0.9999991397945623
11.0,0.9999975657946711,0.9999991527917133,0.9999998414323527,0.999987800501757,0.9999989806890974,0.9999956694511721,0.9999998613350053,0.9999972491753035,0.9999968759993421,0.9999998314246428,0.9999982011701879,0.9999993091145913,0.9999989574940922,0.9999968590306859,0.9999990977110415,0.9999858802597821,0.9999763858135675,0.9999968710340863,0.999986338704201,0.9999968590284372,0.9999999932821151,0.9996911964161864,0.9999992606412915,0.9999969000883583,0.9999763858135675,0.9999998613350305,0.998477100389465,0.9999763868270236,0.9999783072880859,0.9984277401178948,0.9999989574971703,0.9999975446400103,0.9999912052100124,0.9999981361404369,0.9999990805629135,0.9995274706491065,0.9999998624021517,0.999999868282089,0.9999993868405904,0.9999910463028798,0.9882505293834889,0.9999969440079162,0.999948031668724,0.989606087513272,0.999999042559164,0.9999982401002189,0.9999979355008881,0.9999768393052465,0.9999999161486689,0.9999982795879455
12.0,0.999996348671524,0.9999987291799367,0.9999997621470594,0.9999817006946581,0.9999984710245283,0.9999935041433984,0.9999997920012218,0.999995873740135,0.9999953139735342,0.9999997471354024,0.9999973017397169,0.9999989636656218,0.9999984362318219,0.9999952885204316,0.9999986465584515,0.9999788203327378,0.9999645787092102,0.999995306525616,0.9999795079988659,0.9999952885170584,0.99999998992311,0.9995368275065533,0.999998890955246,0.999995350107227,0.9999645787092102,0.9999997920012595,0.9977165063307581,0.9999645802293857,0.9999674609062629,0.9976425227783287,0.9999984362364391,0.9999963169393743,0.9999868077619927,0.9999972041945732,0.9999986208361114,0.9992912853063751,0.9999997936019511,0.9999998024219113,0.9999990802553075,0.9999865694008694,0.9824275563694723,0.999995415986872,0.9999220480311573,0.9844496183169903,0.9999985638301595,0.9999973601350746,0.9999969032336742,0.9999652589430037,0.9999998742222239,0.9999974193669813
14.0,0.999995131547796,0.9999983055676219,0.9999996828616381,0.9999756009144315,0.9999979613593554,0.9999913388366442,0.9999997226673255,0.9999944983045277,0.9999937519475196,0.9999996628460264,0.9999964023085309,0.9999986182161863,0.9999979149689402,0.9999937180099827,0.9999981954053005,0.999971760443574,0.9999527717242574,0.9999937420169422,0.9999726773286158,0.9999937180054851,0.9999999865640993,0.9993824821725299,0.9999985212687107,0.9999938001258718,0.9999527717242574,0.9999997226673759,0.9969564903703961,0.9999527737511414,0.9999566146237081,0.996857921647012,0.9999979149750965,0.9999950892381652,0.9999824103258594,0.9999962722479988,0.9999981611087416,0.999055155373467,0.9999997248016388,0.9999997365616264,0.999998773669599,0.9999820925113159,0.9766388837164668,0.9999938879655736,0.9998960650247485,0.9793200088943076,0.9999980851005729,0.9999964801692135,0.9999958709657767,0.9999536786952468,0.9999998322957097,0.9999965591452995
16.0,0.9999939144248842,0.9999978819552551,0.9999996035761798,0.9999695011680797,0.9999974516941637,0.9999891735333953,0.9999996533333962,0.9999931228700606,0.9999921899230912,0.9999995785566114,0.9999955028776623,0.9999982727666813,0.9999973937060453,0.999992147501142,0.9999977442521067,0.9999647006003954,0.9999409648722626,0.9999921775098614,0.9999658467012921,0.99999214749552,0.9999999832050867,0.9992281605877019,0.99999815158211,0.9999922501460721,0.9999409648722626,0.9999996533334592,0.996197052941461,0.9999409674058432,0.9999457684528719,0.9960739371410633,0.9999973937137406,0.9999938615377925,0.9999780129066609,0.9999953403017837,0.9999977013813319,0.9988190811084554,0.9999996560012935,0.9999996707013099,0.999998467083817,0.9999776156393586,0.9708843160216687,0.9999923599457752,0.9998700826793104,0.9742171252220171,0.9999976063709538,0.9999956002036459,0.9999948386983807,0.9999420985752684,0.9999997903691742,0.9999956989238875
23.0,0.9999939144248842,0.9999978819552551,0.9999996035761798,0.9999695011680797,0.9999974516941637,0.9999891735333953,0.9999996533333962,0.9999931228700606,0.9999921899230912,0.9999995785566114,0.9999955028776623,0.9999982727666813,0.9999973937060453,0.999992147501142,0.9999977442521067,0.9999647006003954,0.9999409648722626,0.9999921775098614,0.9999658467012921,0.99999214749552,0.9999999832050867,0.9992281605877019,0.99999815158211,0.9999922501460721,0.9999409648722626,0.9999996533334592,0.996197052941461,0.9999409674058432,0.9999457684528719,0.9960739371410633,0.9999973937137406,0.9999938615377925,0.9999780129066609,0.9999953403017837,0.9999977013813319,0.9988190811084554,0.9999996560012935,0.9999996707013099,0.999998467083817,0.9999776156393586,0.9708843160216687,0.9999923599457752,0.9998700826793104,0.9742171252220171,0.9999976063709538,0.9999956002036459,0.9999948386983807,0.9999420985752684,0.9999997903691742,0.9999956989238875
27.0,0.9999926973032424,0.9999974583429941,0.9999995242907139,0.9999634014578764,0.9999969420291431,0.999987008234459,0.9999995839994598,0.9999917474372465,0.9999906279008317,0.9999994942671888,0.9999946034474465,0.9999979273172357,0.9999968724433316,0.9999905769944951,0.999997293099038,0.9999576408058337,0.9999291581576258,0.9999906130049565,0.9999590161194409,0.9999905769877487,0.9999999798460735,0.9990738628059496,0.9999977818955819,0.9999907001684055,0.9999291581576258,0.9999995839995353,0.9954381938866996,0.9999291611978912,0.9999349223977967,0.9952905690681528,0.9999968724525661,0.9999926338387137,0.9999736155060363,0.9999944083562753,0.9999972416540538,0.9985830625862304,0.9999995872009411,0.9999996048409863,0.9999981604980758,0.9999731387866667,0.9651636544948563,0.9999908319280462,0.9998441010045134,0.96914082995856,0.9999971276414809,0.9999947202386998,0.999993806431871,0.9999305185873846,0.9999997484426332,0.9999948387030663
31.0,0.9999914801830171,0.9999970347308901,0.9999994450052502,0.9999573017845556,0.9999964323643553,0.9999848429400958,0.9999995146655244,0.9999903720062508,0.9999890658809287,0.9999994099777689,0.9999937040179918,0.999997581867891,0.9999963511808618,0.999989006490231,0.9999968419461488,0.9999505810607381,0.9999173515817663,0.9999890485024159,0.999952185583884,0.9999890064823602,0.9999999764870602,0.9989195888421682,0.9999974122091706,0.9999891501930589,0.9999173515817663,0.9999995146656124,0.9946799128569435,0.9999173551287047,0.9999240764597866,0.9945078170378502,0.9999963511916353,0.999991406141077,0.9999692181245149,0.9999934764115858,0.9999967819269625,0.9983470998220301,0.9999995184005898,0.9999995389806635,0.9999978539124122,0.9999686619537789,0.9594767000475216,0.9999893039125705,0.9998181200034663,0.9640909851765516,0.9999966489122115,0.9999938402744812,0.9999927741663719,0.9999189387329873,0.9999997065160918,0.999993978482939
44.0,0.9999914801830171,0.9999970347308901,0.9999994450052502,0.9999573017845556,0.9999964323643553,0.9999848429400958,0.9999995146655244,0.9999903720062508,0.9999890658809287,0.9999994099777689,0.9999937040179918,0.999997581867891,0.9999963511808618,0.999989006490231,0.9999968419461488,0.9999505810607381,0.9999173515817663,0.9999890485024159,0.999952185583884,0.9999890064823602,0.9999999764870602,0.9989195888421682,0.9999974122091706,0.9999891501930589,0.9999173515817663,0.9999995146656124,0.9946799128569435,0.9999173551287047,0.9999240764597866,0.9945078170378502,0.9999963511916353,0.999991406141077,0.9999692181245149,0.9999934764115858,0.9999967819269625,0.9983470998220301,0.9999995184005898,0.9999995389806635,0.9999978539124122,0.9999686619537789,0.9594767000475216,0.9999893039125705,0.9998181200034663,0.9640909851765516,0.9999966489122115,0.9999938402744812,0.9999927741663719,0.9999189387329873,0.9999997065160918,0.999993978482939
