,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,0.9959322640213017,0.9961989273079945,0.9968770849634492,0.9947598950862933,0.9960860492082828,0.9956152554641736,0.9968930473470669,0.9958527839255419,0.9957684869196046,0.9968466842453602,0.9957863891462797,0.9963196597278384,0.9960720903509205,0.9957648590743395,0.9961608515865361,0.9950647319701208,0.9946465964179086,0.9957674237816795,0.9950904192336565,0.995764858628406,0.9977242124326209,0.9933119252745806,0.9962798620401124,0.9957730465669672,0.9946465964179086,0.996893047430066,0.9922052276233012,0.9946466301892039,0.9947178996049219,0.992165838607046,0.9960720920568077,0.995926693530707,0.9954207663828893,0.9957626506959559,0.9961493973061515,0.9928468834378942,0.9968968426013542,0.9969181339697583,0.9963885195526073,0.9954077911942162,0.9901030306927469,0.9957831964531697,0.9945071327577002,0.9902939020312278,0.9961246395024709,0.9958009512955615,0.9960369214430987,0.9946625217427094,0.9971306930640933,0.9958160006110115
11.0,0.991845011865849,0.9923785906509374,0.9937361966822651,0.9895008748126821,0.9921527100994263,0.9912108824282292,0.9937681630584687,0.9916860043813002,0.9915173742008658,0.9936753174292191,0.9915531851308435,0.9926202170773122,0.9921247788011319,0.9915101172770151,0.9923023943756489,0.9901101243638559,0.9892744831521099,0.9915152475608286,0.9901614717478823,0.9915101163849981,0.9954333733520697,0.9866095221517398,0.9925405651730251,0.9915264950835184,0.9892744831521099,0.9937681632246846,0.9844024977272064,0.9892745506295175,0.9894169570517835,0.9843239921897219,0.9921247822145423,0.9918338671528285,0.990821936165554,0.9915056997825493,0.9922794729029274,0.9856818131826658,0.9937757635360801,0.9938184027404439,0.9927580421179885,0.9907959906442872,0.980217041249053,0.9915467985419866,0.9889958447288961,0.9805966948021689,0.9922299302956159,0.991582315176746,0.9920544085130009,0.9893063033203114,0.9942441350370008,0.991612420198854
12.0,0.987755795019178,0.988555382700782,0.9905907839483103,0.9842455898605442,0.988216865798625,0.9868058106335958,0.990638726698461,0.9875175583471132,0.9872649253033032,0.9904994801981897,0.9873185735797757,0.9889175402661012,0.988175009134251,0.9872540538405583,0.9884411864653516,0.9851575015781772,0.9839068038330424,0.9872617394192305,0.9852343701850318,0.9872540525042467,0.9931372628672898,0.9799217381346014,0.9887981504801316,0.9872785891850225,0.9839068038330424,0.9906387269477516,0.9766255588423889,0.9839069048044458,0.9841200057398101,0.9765083798467613,0.9881750142494073,0.9877390965649687,0.9862232849440196,0.9872474360938588,0.9884068346557688,0.9785357559854558,0.9906501259092069,0.9907140770844056,0.9891241368532686,0.9861844303827784,0.9703848395195136,0.9873090057732454,0.9834898863203979,0.9709503680122145,0.9883325878183061,0.9873622139593431,0.9880695578273132,0.9839544190743897,0.9913526752439288,0.9874073156524571
14.0,0.9836465886897265,0.9847124382457434,0.987426942298341,0.9789709446643411,0.9842611599411406,0.9823806399403997,0.9874909037088132,0.9833290758902119,0.9829924044682847,0.9873051349817256,0.9830638964053431,0.985195289917939,0.984205364279395,0.9829779172678045,0.9845601969188172,0.9801850825872148,0.9785199749637701,0.9829881589860398,0.9802874444090033,0.9829779154870526,0.9908257012222335,0.9732192644948475,0.9850361051925612,0.9830106128943985,0.9785199749637701,0.9874909040413995,0.9688403793141392,0.9785201093624412,0.9788037692064022,0.9686848021169671,0.9842053710979385,0.9836243327787784,0.9816045703982661,0.9829690985524153,0.9845144017830948,0.9713774163851694,0.9875061117847992,0.987591432327551,0.9854707645317531,0.9815528119464666,0.9605634512161941,0.9830511462065604,0.9779650738797178,0.9613127589313167,0.9844154235681905,0.9831220527430715,0.9840647993982096,0.9785833540715245,0.9884435210938682,0.9831821573803227
16.0,0.9795358406847299,0.9808669968310791,0.9842588356628499,0.973700687745054,0.9803033436194766,0.9779552534596935,0.9843387855886644,0.9791393647925182,0.978719001185742,0.9841065836536138,0.9788082620411568,0.9814701582982863,0.980233658579466,0.978700913474074,0.9806768378493851,0.9752152397281115,0.9731382561110404,0.9787137005646559,0.9753429507170771,0.978700911250755,0.9885090071441456,0.9665323594409317,0.9812713019936872,0.978741735057139,0.9731382561110404,0.9843387860043912,0.9610821540188983,0.9731384237179598,0.9734921854265787,0.9608886288391063,0.9802336670953083,0.9795080488333054,0.9769865555574474,0.9786899030720858,0.9806196383088917,0.9642391316983753,0.9843577954403451,0.9844644461325359,0.9818143052178636,0.9769219570481867,0.9507973234029375,0.9787923427314655,0.9724462956909861,0.9517274824616628,0.9804960137667484,0.9788808740252238,0.980058106916804,0.9732172960606524,0.9855296855922036,0.9789559197348213
23.0,0.9795358406847299,0.9808669968310791,0.9842588356628499,0.973700687745054,0.9803033436194766,0.9779552534596935,0.9843387855886644,0.9791393647925182,0.978719001185742,0.9841065836536138,0.9788082620411568,0.9814701582982863,0.980233658579466,0.978700913474074,0.9806768378493851,0.9752152397281115,0.9731382561110404,0.9787137005646559,0.9753429507170771,0.978700911250755,0.9885090071441456,0.9665323594409317,0.9812713019936872,0.978741735057139,0.9731382561110404,0.9843387860043912,0.9610821540188983,0.9731384237179598,0.9734921854265787,0.9608886288391063,0.9802336670953083,0.9795080488333054,0.9769865555574474,0.9786899030720858,0.9806196383088917,0.9642391316983753,0.9843577954403451,0.9844644461325359,0.9818143052178636,0.9769219570481867,0.9507973234029375,0.9787923427314655,0.9724462956909861,0.9517274824616628,0.9804960137667484,0.9788808740252238,0.980058106916804,0.9732172960606524,0.9855296855922036,0.9789559197348213
27.0,0.9754051506567443,0.9770018326149481,0.9810722428605665,0.9684112977700167,0.9763256933605308,0.973509859453323,0.9811682221991576,0.9749296753701382,0.9744255956231686,0.9808894697723586,0.9745326292327356,0.9777254525910816,0.9762421070704513,0.974403906705216,0.9767737154785882,0.970225776869425,0.9677376344730307,0.9744192396566739,0.9703788048423618,0.9744039040392464,0.9861767512077361,0.9598312603874789,0.9774868722748029,0.9744528558527741,0.9677376344730307,0.9811682226982388,0.9533164006490097,0.9677378352155881,0.9681615508325152,0.9530852104013102,0.9762421172850181,0.975371819886504,0.9723485975700926,0.9743907042070683,0.9767050999498793,0.9570891513779997,0.9811910436304202,0.9813190800418969,0.9781383704672818,0.9722711661217929,0.9410430947040602,0.9745135400786195,0.9669089347569205,0.9421519799431785,0.9765568049915379,0.9746197004809855,0.976031540540891,0.9678323012868709,0.9825980780700251,0.9747096914710518
31.0,0.9712732257600576,0.9731344371873407,0.977881555105022,0.9631267983482525,0.9723462155606076,0.9690646072680339,0.977993531632815,0.9707190766621461,0.9701316404197275,0.9776683237946829,0.9702563691726205,0.9739781133479093,0.9722487797849497,0.9701063661041192,0.9728684950913916,0.9652393399123494,0.9623426448101731,0.9701242337377073,0.9654175364352184,0.9701063629974436,0.9838394360636944,0.9531464831723613,0.9736999382755145,0.9701634071772086,0.9623426448101731,0.9779935322150846,0.945578530871216,0.9623428784634721,0.9628360785555621,0.9453101315411142,0.9722487916918902,0.9712343784623355,0.9677117289624367,0.9700909811463584,0.9727885042351847,0.9499600561070367,0.9780201570612,0.9781695372178959,0.974459586360649,0.9676215305686523,0.9313452862134403,0.9702341239665476,0.9613781543423847,0.9326299567698557,0.9726156276813785,0.9703578370445141,0.9720033306068093,0.9624528326930386,0.9796619272789945,0.9704627090410918
44.0,0.9712732257600576,0.9731344371873407,0.977881555105022,0.9631267983482525,0.9723462155606076,0.9690646072680339,0.977993531632815,0.9707190766621461,0.9701316404197275,0.9776683237946829,0.9702563691726205,0.9739781133479093,0.9722487797849497,0.9701063661041192,0.9728684950913916,0.9652393399123494,0.9623426448101731,0.9701242337377073,0.9654175364352184,0.9701063629974436,0.9838394360636944,0.9531464831723613,0.9736999382755145,0.9701634071772086,0.9623426448101731,0.9779935322150846,0.945578530871216,0.9623428784634721,0.9628360785555621,0.9453101315411142,0.9722487916918902,0.9712343784623355,0.9677117289624367,0.9700909811463584,0.9727885042351847,0.9499600561070367,0.9780201570612,0.9781695372178959,0.974459586360649,0.9676215305686523,0.9313452862134403,0.9702341239665476,0.9613781543423847,0.9326299567698557,0.9726156276813785,0.9703578370445141,0.9720033306068093,0.9624528326930386,0.9796619272789945,0.9704627090410918
